Incident Number,Property Code,Property Use Description,Property Use Category,Incident Code,Primary Type Category,Sub Type Category,Aid Given or Received,Incident Date and Time,First Unit Dispatched,First Unit Arrived,All Units Clear,Total First Unit Response Time,Total Time Committed,shift,Incident Location Area,Number of Apparatus Assigned,Number of Personnel Assigned,Property Value,Property Lost,Contents Value,Contents Lost
16-0000162,599,Business office.,Business,321,Medical,EMS,None,42375.67333,42375.67279,42375.67596,42375.68122,0:04:34,0.008425926,A,4,2,9,0,0,0,0
16-0000163,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42375.69118,42375.69103,42375.69396,42375.70583,0:04:13,0.014803241,A,7,1,4,0,0,0,0
16-0000164,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42375.68934,42375.68911,42375.69233,42375.70499,0:04:38,0.01587963,A,7,1,3,0,0,0,0
16-0000165,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42375.69193,42375.69174,42375.69455,42375.70495,0:04:03,0.013217593,A,5,1,4,0,0,0,0
16-0000166,141,Athletic or health club.,Assembly,321,Medical,EMS,None,42375.73378,42375.73343,42375.73722,42375.75205,0:05:28,0.018622685,A,5,1,4,0,0,0,0
16-0000167,931,Open land or field.,Outside,151,Fire,OTHER,None,42375.73865,42375.73712,42375.7417,42375.74758,0:06:36,0.010462963,A,7,1,4,0,0,0,0
16-0000168,519,"Food and beverage sales, grocery store.",Business,331,No Hazard,ASSIST,Automatic Aid Received,42375.77172,42375.77093,42375.77557,42375.78031,0:06:41,0.009386574,A,3,1,4,0,0,0,0
16-0000169,161,Restaurant or cafeteria.,Assembly,511,No Hazard,ASSIST,None,42375.77271,42375.77135,42375.7761,42375.77869,0:06:50,0.007337963,A,9,1,4,0,0,0,0
16-0000170,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,Automatic Aid Received,42375.811,42375.81051,42375.81488,42375.82034,0:06:18,0.009826389,A,3,1,4,0,0,0,0
16-0000171,429,Multifamily dwelling.,Residential,300,Medical,EMS,None,42375.81713,42375.81707,42375.81981,42375.82995,0:03:57,0.012881944,A,4,1,5,0,0,0,0
16-0000172,429,Multifamily dwelling.,Residential,740,No Hazard,ALARM,None,42375.94394,42375.94374,42375.9527,42375.95428,0:12:54,0.010543981,A,2,1,4,0,0,0,0
16-0000173,419,1- or 2-family dwelling.,Residential,442,Hazard,HAZARDOUS CONDITION,Mutual Aid Given,42376.23444,42376.23395,42376.24076,42376.24802,0:09:49,0.014074074,A,APFD,2,6,0,0,0,0
16-0000174,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42376.25872,42376.2586,42376.26214,42376.27689,0:05:06,0.018287037,A,1,1,4,0,0,0,0
16-0000175,142,Clubhouse associated with country club.,Assembly,732,No Hazard,ALARM,None,42376.26109,42376.25984,42376.26367,42376.27523,0:05:31,0.015393519,A,8,4,14,0,0,0,0
16-0000176,961,Highway or divided highway.,Outside,324,Hazard,MVA,None,42376.32557,42376.32542,42376.32678,42376.34969,0:01:58,0.024270833,B,9,4,13,0,0,0,0
16-0000177,100,"Assembly, other.",Assembly,311,Medical,EMS,None,42376.4076,42376.40749,42376.41032,42376.41521,0:04:05,0.007719907,B,9,1,5,0,0,0,0
16-0000178,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42376.41553,42376.41535,42376.41808,42376.43894,0:03:56,0.023587963,B,7,1,4,0,0,0,0
16-0000179,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,42376.43175,42376.43137,42376.43301,42376.44279,0:02:22,0.011423611,B,9,1,5,0,0,0,0
16-0000180,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42376.43799,42376.43767,42376.44081,42376.45951,0:04:31,0.021840278,B,7,1,4,0,0,0,0
16-0000181,160,"Eating, drinking places, other.",Assembly,321,Medical,EMS,None,42376.45206,42376.4517,42376.45292,42376.46049,0:01:45,0.008784722,B,9,1,5,0,0,0,0
16-0000182,599,Business office.,Business,321,Medical,EMS,Automatic Aid Received,42376.47389,42376.47316,42376.4781,42376.4861,0:07:07,0.012939815,B,1,1,4,0,0,0,0
16-0000183,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42376.47811,42376.47801,42376.48097,42376.49892,0:04:16,0.020914352,B,4,1,5,0,0,0,0
16-0000184,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42376.491,42376.49066,42376.49506,42376.50685,0:06:20,0.01619213,B,4,1,4,0,0,0,0
16-0000185,311,"Nursing homes licensed by the State,.",Health Care or Detention,611,No Hazard,GOOD INTENT,None,42376.50979,42376.50912,,42376.51056,,0.001435185,B,4,1,5,0,0,0,0
16-0000186,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,42376.51671,42376.51626,42376.5201,42376.53022,0:05:32,0.013958333,B,8,1,5,0,0,0,0
16-0000187,213,Elementary school.,Educational,311,Medical,EMS,None,42376.5401,42376.53969,42376.54414,42376.54785,0:06:25,0.008159722,B,7,1,4,0,0,0,0
16-0000188,311,"Nursing homes licensed by the State,.",Health Care or Detention,745,No Hazard,ALARM,None,42376.57144,42376.57059,42376.57412,42376.58219,0:05:05,0.011597222,B,3,4,15,0,0,0,0
16-0000189,599,Business office.,Business,321,Medical,EMS,None,42376.59601,42376.59544,42376.59992,42376.60971,0:06:27,0.014270833,B,1,1,4,0,0,0,0
16-0000190,963,Street or road in commercial area.,Outside,412,Special Ops,HAZARDOUS MATERIAL,None,42376.60435,42376.60345,42376.60628,42376.65319,0:04:05,0.04974537,B,2,5,14,0,0,0,0
16-0000191,571,"Service station, gas station.",Business,321,Medical,EMS,None,42376.68595,42376.68528,42376.68866,42376.69351,0:04:52,0.008229167,B,7,1,4,0,0,0,0
16-0000192,961,Highway or divided highway.,Outside,322,Hazard,MVA,Mutual Aid Given,42376.70493,42376.70463,42376.70709,42376.72384,0:03:33,0.019212963,B,MVFD,2,8,0,0,0,0
16-0000194,419,1- or 2-family dwelling.,Residential,600,No Hazard,GOOD INTENT,Automatic Aid Given,42376.72191,42376.72166,42376.72531,42376.72704,0:05:16,0.005381944,B,FWFD,1,5,0,0,0,0
16-0000195,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42376.72326,42376.72293,42376.72626,42376.73308,0:04:48,0.010150463,B,3,1,5,0,0,0,0
16-0000196,UUU,Undetermined.,Other,412,Special Ops,HAZARDOUS MATERIAL,Mutual Aid Given,42376.72439,42376.72362,42376.72844,42376.79832,0:06:56,0.074699074,B,MVFD,3,9,0,0,0,0
16-0000197,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42376.75976,42376.75934,42376.76332,42376.78002,0:05:44,0.02068287,B,2,1,4,0,0,0,0
16-0000198,961,Highway or divided highway.,Outside,611,No Hazard,GOOD INTENT,Automatic Aid Given,42376.76753,42376.76697,42376.76928,42376.77105,0:03:20,0.004085648,B,MVFD,2,8,0,0,0,0
16-0000199,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42376.79225,42376.79161,42376.79531,42376.80788,0:05:20,0.016273148,B,4,1,5,0,0,0,0
16-0000200,419,1- or 2-family dwelling.,Residential,412,Special Ops,HAZARDOUS MATERIAL,None,42376.8526,42376.85207,42376.8556,42376.87853,0:05:05,0.026458333,B,5,4,13,0,0,0,0
16-0000201,213,Elementary school.,Educational,745,No Hazard,ALARM,None,42376.90229,42376.90168,42376.90556,42376.91215,0:05:35,0.010474537,B,6,4,15,0,0,0,0
16-0000202,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42376.93469,42376.93405,42376.93743,42376.94606,0:04:52,0.012013889,B,4,1,5,0,0,0,0
16-0000203,160,"Eating, drinking places, other.",Assembly,321,Medical,EMS,Automatic Aid Received,42376.95341,42376.95304,42376.9555,42376.96034,0:03:32,0.007291667,B,1,1,4,0,0,0,0
16-0000204,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42376.97338,42376.97307,42376.97656,42376.98344,0:05:02,0.01037037,B,8,1,5,0,0,0,0
16-0000205,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42377.00139,42377.00128,42377.00574,42377.01567,0:06:25,0.014386574,B,8,1,5,0,0,0,0
16-0000207,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42377.20182,42377.2005,42377.20529,42377.21869,0:06:54,0.018194444,B,4,1,5,0,0,0,0
16-0000208,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42377.25406,42377.25369,42377.25851,42377.26406,0:06:56,0.01037037,B,5,1,4,0,0,0,0
16-0000209,215,"High school, junior high, middle school.",Educational,650,No Hazard,GOOD INTENT,Automatic Aid Received,42377.26501,42377.26481,42377.26747,42377.3203,0:03:49,0.055486111,B,9,7,24,0,0,0,0
16-0000210,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42377.27291,42377.27259,42377.2759,42377.29177,0:04:46,0.019178241,B,5,1,4,0,0,0,0
16-0000211,419,1- or 2-family dwelling.,Residential,746,No Hazard,ALARM,None,42377.28205,42377.28116,42377.28569,42377.29859,0:06:32,0.017430556,B,3,4,14,0,0,0,0
16-0000212,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42377.29656,42377.29625,42377.29959,42377.31193,0:04:49,0.01568287,B,5,1,4,0,0,0,0
16-0000213,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42377.31833,42377.31771,42377.32132,42377.32469,0:05:12,0.006979167,A,5,1,4,0,0,0,0
16-0000214,700,"Manufacturing, processing.",Manufacturing,321,Medical,EMS,None,42377.31859,42377.31809,42377.3226,42377.33154,0:06:30,0.013449074,A,1,1,4,0,0,0,0
16-0000215,569,"Professional supplies, services.",Business,745,No Hazard,ALARM,Automatic Aid Received,42377.34475,42377.34337,42377.34897,42377.35072,0:08:04,0.007349537,A,1,2,8,0,0,0,0
16-0000216,429,Multifamily dwelling.,Residential,736,No Hazard,ALARM,None,42377.34637,42377.3453,42377.35047,42377.36899,0:07:27,0.02369213,A,1,5,13,0,0,0,0
16-0000217,963,Street or road in commercial area.,Outside,322,Hazard,MVA,None,42377.35277,42377.35264,42377.35277,42377.36367,0:00:11,0.011030093,A,MVFD,1,4,0,0,0,0
16-0000218,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42377.4228,42377.42249,42377.42477,42377.43332,0:03:17,0.010833333,A,2,1,4,0,0,0,0
16-0000219,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42377.42608,42377.42591,42377.42919,42377.44117,0:04:43,0.01525463,A,4,1,4,0,0,0,0
16-0000220,215,"High school, junior high, middle school.",Educational,311,Medical,EMS,Automatic Aid Received,42377.48356,42377.48301,42377.48862,42377.49521,0:08:05,0.012199074,A,6,2,8,0,0,0,0
16-0000221,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,None,42377.51593,42377.51454,42377.52913,42377.53177,0:21:01,0.017233796,A,7,2,8,0,0,0,0
16-0000222,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,42377.52029,42377.51976,42377.5247,42377.53535,0:07:07,0.015590278,A,7,1,3,0,0,0,0
16-0000223,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42377.51968,42377.51939,42377.52272,42377.53402,0:04:48,0.01462963,A,4,1,4,0,0,0,0
16-0000224,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42377.52264,42377.52237,42377.52631,42377.5395,0:05:40,0.01712963,A,4,1,4,0,0,0,0
16-0000225,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42377.54603,42377.54564,42377.54825,42377.55969,0:03:46,0.014050926,A,3,1,4,0,0,0,0
16-0000226,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42377.57729,42377.5772,42377.58027,42377.58649,0:04:25,0.009293981,A,4,1,4,0,0,0,0
16-0000227,963,Street or road in commercial area.,Outside,322,Hazard,MVA,None,42377.60913,42377.60878,42377.6113,42377.65123,0:03:37,0.04244213,A,3,2,8,0,0,0,0
16-0000228,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42377.63044,42377.63017,42377.63478,42377.64792,0:06:38,0.017743056,A,9,1,4,0,0,0,0
16-0000229,419,1- or 2-family dwelling.,Residential,412,Special Ops,HAZARDOUS MATERIAL,None,42377.64003,42377.63898,42377.64215,42377.69506,0:04:34,0.056076389,A,5,5,13,0,0,0,0
16-0000230,962,"Residential street, road.",Outside,324,Hazard,MVA,None,42377.661,42377.66044,42377.66495,42377.67344,0:06:30,0.012997685,A,5,2,8,0,0,0,0
16-0000231,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42377.66693,42377.66606,42377.67059,42377.68333,0:06:31,0.017268519,A,8,1,4,0,0,0,0
16-0000232,960,"Street, other.",Outside,324,Hazard,MVA,None,42377.71047,42377.7101,42377.71355,42377.72304,0:04:58,0.012939815,A,9,2,8,0,0,0,0
16-0000233,UUU,Undetermined.,Other,611,No Hazard,GOOD INTENT,Mutual Aid Given,42377.73031,42377.72954,42377.73078,42377.73546,0:01:47,0.005925926,A,APFD,1,4,0,0,0,0
16-0000234,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42377.73438,42377.73421,42377.73582,42377.74878,0:02:19,0.014571759,A,4,1,4,0,0,0,0
16-0000235,569,"Professional supplies, services.",Business,321,Medical,EMS,None,42377.77667,42377.77647,42377.77977,42377.7852,0:04:45,0.008726852,A,3,1,4,0,0,0,0
16-0000236,419,1- or 2-family dwelling.,Residential,412,Special Ops,HAZARDOUS MATERIAL,None,42377.78333,42377.78237,42377.78734,42377.80473,0:07:09,0.022361111,A,5,4,11,0,0,0,0
16-0000237,161,Restaurant or cafeteria.,Assembly,743,No Hazard,ALARM,None,42377.8138,42377.81266,42377.81626,42377.81774,0:05:11,0.005081019,A,6,2,8,0,0,0,0
16-0000238,961,Highway or divided highway.,Outside,131,Fire,VEHICLE,Automatic Aid Given,42377.87013,42377.86878,42377.87171,42377.8916,0:04:13,0.0228125,A,999,2,8,0,0,0,0
16-0000239,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42378.34818,42378.34808,42378.35081,42378.36139,0:03:56,0.013310185,B,4,1,4,0,0,0,0
16-0000240,419,1- or 2-family dwelling.,Residential,554,No Hazard,ASSIST,None,42378.35697,42378.35663,42378.36032,42378.36867,0:05:19,0.012037037,B,3,1,4,0,0,0,0
16-0000241,419,1- or 2-family dwelling.,Residential,554,No Hazard,ASSIST,Automatic Aid Received,42378.39902,42378.39865,42378.4056,42378.40806,0:10:01,0.009409722,B,6,2,9,0,0,0,0
16-0000242,459,Residential board and care.,Residential,311,Medical,EMS,None,42378.40829,42378.40816,42378.41094,42378.41834,0:04:00,0.010185185,B,9,1,4,0,0,0,0
16-0000243,419,1- or 2-family dwelling.,Residential,740,No Hazard,ALARM,None,42378.41718,42378.41596,42378.41944,42378.42596,0:05:01,0.01,B,CSFD,2,7,0,0,0,0
16-0000244,500,"Mercantile, business, other.",Business,321,Medical,EMS,None,42378.47748,42378.47676,42378.47957,42378.48762,0:04:03,0.010856481,B,9,1,4,0,0,0,0
16-0000245,962,"Residential street, road.",Outside,671,No Hazard,GOOD INTENT,None,42378.52498,42378.52418,42378.52811,42378.53391,0:05:40,0.009733796,B,9,4,12,0,0,0,0
16-0000246,UUU,Undetermined.,Other,321,Medical,EMS,Automatic Aid Given,42378.5481,42378.54763,42378.551,42378.55778,0:04:51,0.010150463,B,FWFD,2,8,0,0,0,0
16-0000247,961,Highway or divided highway.,Outside,324,Hazard,MVA,None,42378.5492,42378.5488,42378.55245,42378.5623,0:05:16,0.013506944,B,9,5,16,0,0,0,0
16-0000248,161,Restaurant or cafeteria.,Assembly,321,Medical,EMS,None,42378.71637,42378.71591,42378.71946,42378.72729,0:05:06,0.011377315,B,9,1,4,0,0,0,0
16-0000249,449,"Hotel/Motel, commercial.",Residential,611,No Hazard,GOOD INTENT,None,42378.83047,42378.82983,,42378.83184,,0.002013889,B,1,2,7,0,0,0,0
16-0000250,429,Multifamily dwelling.,Residential,400,Hazard,HAZARDOUS CONDITION,None,42378.83297,42378.83222,42378.83762,42378.84756,0:07:46,0.015335648,B,7,4,11,0,0,0,0
16-0000251,161,Restaurant or cafeteria.,Assembly,321,Medical,EMS,None,42378.83366,42378.83348,42378.83484,42378.84462,0:01:57,0.011134259,B,3,1,4,0,0,0,0
16-0000252,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42379.0026,42379.00234,42379.00553,42379.01605,0:04:36,0.013715278,B,2,1,4,0,0,0,0
16-0000253,439,Boarding/Rooming house.,Residential,311,Medical,EMS,None,42379.00395,42379.0038,42379.00668,42379.01235,0:04:09,0.008553241,B,4,1,4,0,0,0,0
16-0000254,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42379.22971,42379.22941,42379.23486,42379.24337,0:07:51,0.013958333,B,5,1,4,0,0,0,0
16-0000255,161,Restaurant or cafeteria.,Assembly,311,Medical,EMS,Automatic Aid Received,42379.34003,42379.33956,42379.34363,42379.35588,0:05:52,0.016319444,C,3,1,4,0,0,0,0
16-0000256,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42379.38921,42379.38865,42379.3925,42379.39984,0:05:33,0.01119213,C,3,1,4,0,0,0,0
16-0000257,161,Restaurant or cafeteria.,Assembly,611,No Hazard,GOOD INTENT,None,42379.4155,42379.415,,42379.41789,,0.002893519,C,5,1,4,0,0,0,0
16-0000258,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,None,42379.42087,42379.4198,42379.42326,42379.432,0:04:59,0.012199074,C,5,2,7,0,0,0,0
16-0000259,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42379.47297,42379.47269,42379.47527,42379.48792,0:03:43,0.015231481,C,9,1,4,0,0,0,0
16-0000260,131,"Church, mosque.",Assembly,321,Medical,EMS,None,42379.47951,42379.47913,42379.48329,42379.49351,0:05:59,0.014375,C,1,1,4,0,0,0,0
16-0000261,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42379.54459,42379.54384,42379.54676,42379.56418,0:04:12,0.020335648,C,5,1,4,0,0,0,0
16-0000262,962,"Residential street, road.",Outside,445,Hazard,HAZARDOUS CONDITION,None,42379.63395,42379.63293,42379.63787,42379.6628,0:07:07,0.029872685,C,4,4,12,0,0,0,0
16-0000263,700,"Manufacturing, processing.",Manufacturing,311,Medical,EMS,None,42379.68895,42379.68866,42379.69214,42379.70006,0:05:01,0.011400463,C,1,1,4,0,0,0,0
16-0000264,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42379.85138,42379.85091,42379.85424,42379.86237,0:04:47,0.011458333,C,4,1,4,0,0,0,0
16-0000265,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42379.96848,42379.96799,42379.97258,42379.98093,0:06:37,0.012939815,C,4,1,4,0,0,0,0
16-0000266,419,1- or 2-family dwelling.,Residential,445,Hazard,HAZARDOUS CONDITION,None,42379.99568,42379.99494,42379.99836,42380.00426,0:04:55,0.00931713,C,1,3,8,0,0,0,0
16-0000267,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,42380.03745,42380.03708,42380.03936,42380.04727,0:03:17,0.010185185,C,1,1,4,0,0,0,0
16-0000268,569,"Professional supplies, services.",Business,353,No Hazard,ASSIST,None,42380.15852,42380.15774,42380.16238,42380.17513,0:06:41,0.017384259,C,1,2,7,0,0,0,0
16-0000269,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42380.18027,42380.18003,42380.18552,42380.18894,0:07:54,0.008900463,C,4,1,4,0,0,0,0
16-0000270,400,"Residential, other.",Residential,311,Medical,EMS,None,42380.22007,42380.2194,42380.2242,42380.23545,0:06:55,0.016053241,C,4,1,4,0,0,0,0
16-0000272,449,"Hotel/Motel, commercial.",Residential,710,No Hazard,ALARM,Automatic Aid Received,42380.23293,42380.23252,42380.23703,42380.26343,0:06:29,0.030902778,C,9,6,19,0,0,0,0
16-0000273,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,42380.2565,42380.25606,42380.25991,42380.2715,0:05:32,0.015439815,C,4,1,4,0,0,0,0
16-0000274,961,Highway or divided highway.,Outside,322,Hazard,MVA,Automatic Aid Received,42380.32718,42380.32653,42380.33046,42380.34626,0:05:40,0.019733796,B,1,4,13,0,0,0,0
16-0000275,961,Highway or divided highway.,Outside,322,Hazard,MVA,Automatic Aid Given,42380.33454,42380.33313,42380.33454,42380.35358,0:02:02,0.020451389,B,WWFD,2,8,0,0,0,0
16-0000276,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,42380.40838,42380.40799,42380.41255,42380.423,0:06:34,0.015011574,B,2,2,8,0,0,0,0
16-0000277,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,42380.41738,42380.41688,42380.42067,42380.43035,0:05:28,0.013472222,B,6,1,4,0,0,0,0
16-0000278,419,1- or 2-family dwelling.,Residential,412,Special Ops,HAZARDOUS MATERIAL,None,42380.42892,42380.42793,42380.43181,42380.49671,0:05:35,0.068784722,B,5,6,18,0,0,0,0
16-0000279,519,"Food and beverage sales, grocery store.",Business,321,Medical,EMS,None,42380.44491,42380.44416,42380.44681,42380.4564,0:03:49,0.01224537,B,4,1,4,0,0,0,0
16-0000280,419,1- or 2-family dwelling.,Residential,412,Special Ops,HAZARDOUS MATERIAL,None,42380.45881,42380.45767,42380.46167,42380.49175,0:05:45,0.034074074,B,8,5,15,0,0,0,0
16-0000281,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42380.46275,42380.46215,42380.46647,42380.47402,0:06:13,0.011863426,B,3,1,4,0,0,0,0
16-0000282,419,1- or 2-family dwelling.,Residential,412,Special Ops,HAZARDOUS MATERIAL,None,42380.47212,42380.47113,42380.47591,42380.53244,0:06:53,0.06130787,B,5,6,17,0,0,0,0
16-0000283,511,Convenience store.,Business,321,Medical,EMS,None,42380.49274,42380.49225,42380.4948,42380.50419,0:03:41,0.011944444,B,2,2,8,0,0,0,0
16-0000285,961,Highway or divided highway.,Outside,463,Hazard,MVA,Automatic Aid Given,42380.52074,42380.52052,42380.52431,42380.53692,0:05:27,0.016400463,B,MVFD,3,8,0,0,0,0
16-0000286,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,Automatic Aid Given,42380.54411,42380.54352,42380.54726,42380.55358,0:05:23,0.01005787,B,FWFD,1,4,0,0,0,0
16-0000287,449,"Hotel/Motel, commercial.",Residential,321,Medical,EMS,None,42380.54478,42380.54394,42380.54713,42380.56176,0:04:36,0.017824074,B,1,1,4,0,0,0,0
16-0000288,961,Highway or divided highway.,Outside,621,No Hazard,GOOD INTENT,None,42380.54689,42380.54661,42380.55052,42380.55472,0:05:38,0.008113426,B,3,2,8,0,0,0,0
16-0000289,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,42380.54999,42380.54911,42380.55354,42380.56772,0:06:23,0.018611111,B,3,1,4,0,0,0,0
16-0000290,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,42380.54951,42380.54877,42380.55897,42380.56505,0:14:41,0.016273148,B,5,1,4,0,0,0,0
