Incident Number,Property Code,Property Use Description,Property Use Category,Incident Code,Primary Type Category,Sub Type Category,Aid Given or Received,Incident Date and Time,First Unit Dispatched,First Unit Arrived,All Units Clear,Total First Unit Response Time,Total Time Committed,shift,Incident Location Area,Number of Apparatus Assigned,Number of Personnel Assigned, Property Value , Property Lost , Contents Value , Contents Lost 
16-0000120,200,"Educational, other.",Educational,321,Medical,EMS,None,1/5/2016 12:34,1/5/2016 12:34,1/5/2016 12:37,1/5/2016 12:57,0:02:37,0:23:07,C,9,1,5, $-   , $-   , $-   , $-   
16-0000121,599,Business office.,Business,743,No Hazard,ALARM,None,1/5/2016 12:38,1/5/2016 12:37,1/5/2016 12:42,1/5/2016 12:47,0:04:33,0:09:39,C,8,3,12, $-   , $-   , $-   , $-   
16-0000123,183,Movie theater.,Assembly,321,Medical,EMS,None,1/5/2016 14:08,1/5/2016 14:08,1/5/2016 14:13,1/5/2016 14:25,0:05:20,0:17:15,C,9,1,5, $-   , $-   , $-   , $-   
16-0000124,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,1/5/2016 14:11,1/5/2016 14:11,1/5/2016 14:18,1/5/2016 14:35,0:06:52,0:24:02,C,9,1,3, $-   , $-   , $-   , $-   
16-0000126,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,1/5/2016 14:28,1/5/2016 14:28,1/5/2016 14:34,1/5/2016 14:52,0:06:13,0:24:25,C,7,2,7, $-   , $-   , $-   , $-   
16-0000127,960,"Street, other.",Outside,322,Hazard,MVA,None,1/5/2016 14:30,1/5/2016 14:30,1/5/2016 14:32,1/5/2016 15:09,0:01:49,0:38:37,C,9,3,11, $-   , $-   , $-   , $-   
16-0000128,429,Multifamily dwelling.,Residential,740,No Hazard,ALARM,None,1/5/2016 14:38,1/5/2016 14:37,1/5/2016 14:44,1/5/2016 14:48,0:06:21,0:10:09,C,7,3,12, $-   , $-   , $-   , $-   
16-0000130,961,Highway or divided highway.,Outside,322,Hazard,MVA,Automatic Aid Given,1/5/2016 15:15,1/5/2016 15:13,1/5/2016 15:23,1/5/2016 15:50,0:09:31,0:36:25,C,RDU,4,12, $-   , $-   , $-   , $-   
16-0000131,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,1/5/2016 15:23,1/5/2016 15:22,1/5/2016 15:27,1/5/2016 15:50,0:04:27,0:28:16,C,3,2,8, $-   , $-   , $-   , $-   
16-0000132,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,1/5/2016 17:02,1/5/2016 17:02,1/5/2016 17:07,1/5/2016 17:17,0:04:42,0:15:12,C,5,1,4, $-   , $-   , $-   , $-   
16-0000133,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,1/5/2016 17:06,1/5/2016 17:05,1/5/2016 17:10,1/5/2016 17:35,0:04:45,0:30:12,C,2,1,4, $-   , $-   , $-   , $-   
16-0000134,519,"Food and beverage sales, grocery store.",Business,622,No Hazard,GOOD INTENT,None,1/5/2016 17:12,1/5/2016 17:11,1/5/2016 17:15,1/5/2016 17:27,0:04:09,0:16:34,C,6,4,13, $-   , $-   , $-   , $-   
16-0000135,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,1/5/2016 17:26,1/5/2016 17:26,1/5/2016 17:32,1/5/2016 17:45,0:05:43,0:18:36,C,4,1,4, $-   , $-   , $-   , $-   
16-0000136,961,Highway or divided highway.,Outside,321,Medical,EMS,Automatic Aid Given,1/5/2016 18:27,1/5/2016 18:26,1/5/2016 18:33,1/5/2016 18:48,0:06:30,0:21:39,C,MVFD,2,7, $-   , $-   , $-   , $-   
16-0000138,963,Street or road in commercial area.,Outside,322,Hazard,MVA,None,1/5/2016 18:57,1/5/2016 18:57,1/5/2016 19:01,1/5/2016 20:02,0:04:17,1:05:26,C,3,2,8, $-   , $-   , $-   , $-   
16-0000139,429,Multifamily dwelling.,Residential,611,No Hazard,GOOD INTENT,None,1/5/2016 19:29,1/5/2016 19:29,1/5/2016 19:30,1/5/2016 19:31,0:01:31,0:02:52,C,5,1,4, $-   , $-   , $-   , $-   
16-0000140,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,1/5/2016 19:50,1/5/2016 19:50,1/5/2016 19:55,1/5/2016 20:20,0:05:29,0:30:38,C,4,1,4, $-   , $-   , $-   , $-   
16-0000141,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,1/5/2016 23:05,1/5/2016 23:04,1/5/2016 23:08,1/5/2016 23:17,0:03:52,0:12:39,C,2,2,8, $-   , $-   , $-   , $-   
16-0000142,429,Multifamily dwelling.,Residential,531,No Hazard,ASSIST,None,1/6/2016 0:28,1/6/2016 0:27,1/6/2016 0:33,1/6/2016 1:16,0:06:33,0:49:41,C,2,4,13, $-   , $-   , $-   , $-   
16-0000143,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,1/6/2016 1:23,1/6/2016 1:23,1/6/2016 1:28,1/6/2016 1:40,0:05:15,0:17:25,C,9,1,5, $-   , $-   , $-   , $-   
16-0000144,559,Recreational stores.,Business,412,Special Ops,HAZARDOUS MATERIAL,None,1/6/2016 6:59,1/6/2016 6:57,1/6/2016 7:03,1/6/2016 8:34,0:06:11,1:36:55,C,2,4,18, $-   , $-   , $-   , $-   
16-0000145,UUU,Undetermined.,Other,352,Hazard,MVA,Automatic Aid Given,1/6/2016 7:08,1/6/2016 7:08,1/6/2016 7:11,1/6/2016 8:06,0:02:59,0:58:33,C,MVFD,2,7, $-   , $-   , $-   , $-   
16-0000146,960,"Street, other.",Outside,311,Medical,EMS,None,1/6/2016 7:12,1/6/2016 7:11,1/6/2016 7:17,1/6/2016 7:31,0:05:45,0:20:16,C,4,2,8, $-   , $-   , $-   , $-   
16-0000147,100,"Assembly, other.",Assembly,531,No Hazard,ASSIST,None,1/6/2016 7:35,1/6/2016 7:33,1/6/2016 7:40,1/6/2016 8:24,0:07:08,0:51:37,A,5,3,14, $-   , $-   , $-   , $-   
16-0000148,161,Restaurant or cafeteria.,Assembly,441,Hazard,HAZARDOUS CONDITION,None,1/6/2016 7:46,1/6/2016 7:45,1/6/2016 7:49,1/6/2016 8:09,0:03:53,0:23:40,A,3,2,8, $-   , $-   , $-   , $-   
16-0000149,300,"Health care, detention, and correction.",Health Care or Detention,741,No Hazard,ALARM,None,1/6/2016 8:12,1/6/2016 8:10,1/6/2016 8:17,1/6/2016 8:24,0:06:46,0:13:52,A,4,4,14, $-   , $-   , $-   , $-   
16-0000151,131,"Church, mosque.",Assembly,321,Medical,EMS,None,1/6/2016 9:15,1/6/2016 9:15,1/6/2016 9:18,1/6/2016 9:23,0:03:11,0:07:46,A,4,3,14, $-   , $-   , $-   , $-   
16-0000152,UUU,Undetermined.,Other,300,Medical,EMS,Automatic Aid Given,1/6/2016 9:53,1/6/2016 9:52,1/6/2016 9:57,1/6/2016 9:59,0:04:57,0:06:01,A,FWFD,2,8, $-   , $-   , $-   , $-   
16-0000153,419,1- or 2-family dwelling.,Residential,153,Fire,OTHER,None,1/6/2016 9:57,1/6/2016 9:55,1/6/2016 10:01,1/6/2016 10:11,0:06:03,0:15:48,A,7,4,14, $-   , $-   , $-   , $-   
16-0000154,965,Vehicle parking area.,Outside,311,Medical,EMS,None,1/6/2016 10:17,1/6/2016 10:16,1/6/2016 10:22,1/6/2016 10:28,0:05:50,0:12:43,A,2,1,4, $-   , $-   , $-   , $-   
16-0000156,141,Athletic or health club.,Assembly,321,Medical,EMS,None,1/6/2016 10:25,1/6/2016 10:24,1/6/2016 10:29,1/6/2016 10:43,0:05:53,0:19:08,A,5,1,4, $-   , $-   , $-   , $-   
16-0000157,599,Business office.,Business,321,Medical,EMS,None,1/6/2016 10:41,1/6/2016 10:40,1/6/2016 10:44,1/6/2016 10:58,0:04:34,0:18:16,A,3,1,4, $-   , $-   , $-   , $-   
16-0000158,599,Business office.,Business,743,No Hazard,ALARM,None,1/6/2016 10:47,1/6/2016 10:45,1/6/2016 10:51,1/6/2016 11:09,0:05:17,0:23:50,A,1,2,8, $-   , $-   , $-   , $-   
16-0000159,599,Business office.,Business,321,Medical,EMS,None,1/6/2016 11:50,1/6/2016 11:49,1/6/2016 11:53,1/6/2016 12:07,0:04:03,0:18:05,A,5,1,4, $-   , $-   , $-   , $-   
16-0000160,449,"Hotel/Motel, commercial.",Residential,745,No Hazard,ALARM,None,1/6/2016 11:58,1/6/2016 11:56,1/6/2016 12:03,1/6/2016 12:05,0:06:53,0:08:46,A,3,4,14, $-   , $-   , $-   , $-   
16-0000161,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,1/6/2016 15:51,1/6/2016 15:50,1/6/2016 15:55,1/6/2016 16:07,0:04:34,0:17:24,A,5,1,4, $-   , $-   , $-   , $-   
16-0000162,599,Business office.,Business,321,Medical,EMS,None,1/6/2016 16:09,1/6/2016 16:08,1/6/2016 16:13,1/6/2016 16:20,0:04:34,0:12:08,A,4,2,9, $-   , $-   , $-   , $-   
16-0000163,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,1/6/2016 16:35,1/6/2016 16:35,1/6/2016 16:39,1/6/2016 16:56,0:04:13,0:21:19,A,7,1,4, $-   , $-   , $-   , $-   
16-0000164,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,1/6/2016 16:32,1/6/2016 16:32,1/6/2016 16:36,1/6/2016 16:55,0:04:38,0:22:52,A,7,1,3, $-   , $-   , $-   , $-   
16-0000165,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,1/6/2016 16:36,1/6/2016 16:36,1/6/2016 16:40,1/6/2016 16:55,0:04:03,0:19:02,A,5,1,4, $-   , $-   , $-   , $-   
16-0000166,141,Athletic or health club.,Assembly,321,Medical,EMS,None,1/6/2016 17:36,1/6/2016 17:36,1/6/2016 17:41,1/6/2016 18:02,0:05:28,0:26:49,A,5,1,4, $-   , $-   , $-   , $-   
16-0000167,931,Open land or field.,Outside,151,Fire,OTHER,None,1/6/2016 17:43,1/6/2016 17:41,1/6/2016 17:48,1/6/2016 17:56,0:06:36,0:15:04,A,7,1,4, $-   , $-   , $-   , $-   
16-0000168,519,"Food and beverage sales, grocery store.",Business,331,No Hazard,ASSIST,Automatic Aid Received,1/6/2016 18:31,1/6/2016 18:30,1/6/2016 18:36,1/6/2016 18:43,0:06:41,0:13:31,A,3,1,4, $-   , $-   , $-   , $-   
16-0000169,161,Restaurant or cafeteria.,Assembly,511,No Hazard,ASSIST,None,1/6/2016 18:32,1/6/2016 18:30,1/6/2016 18:37,1/6/2016 18:41,0:06:50,0:10:34,A,9,1,4, $-   , $-   , $-   , $-   
16-0000170,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,Automatic Aid Received,1/6/2016 19:27,1/6/2016 19:27,1/6/2016 19:33,1/6/2016 19:41,0:06:18,0:14:09,A,3,1,4, $-   , $-   , $-   , $-   
16-0000171,429,Multifamily dwelling.,Residential,300,Medical,EMS,None,1/6/2016 19:36,1/6/2016 19:36,1/6/2016 19:40,1/6/2016 19:55,0:03:57,0:18:33,A,4,1,5, $-   , $-   , $-   , $-   
16-0000172,429,Multifamily dwelling.,Residential,740,No Hazard,ALARM,None,1/6/2016 22:39,1/6/2016 22:38,1/6/2016 22:51,1/6/2016 22:54,0:12:54,0:15:11,A,2,1,4, $-   , $-   , $-   , $-   
16-0000173,419,1- or 2-family dwelling.,Residential,442,Hazard,HAZARDOUS CONDITION,Mutual Aid Given,1/7/2016 5:37,1/7/2016 5:36,1/7/2016 5:46,1/7/2016 5:57,0:09:49,0:20:16,A,APFD,2,6, $-   , $-   , $-   , $-   
16-0000174,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,1/7/2016 6:12,1/7/2016 6:12,1/7/2016 6:17,1/7/2016 6:38,0:05:06,0:26:20,A,1,1,4, $-   , $-   , $-   , $-   
16-0000175,142,Clubhouse associated with country club.,Assembly,732,No Hazard,ALARM,None,1/7/2016 6:15,1/7/2016 6:14,1/7/2016 6:19,1/7/2016 6:36,0:05:31,0:22:10,A,8,4,14, $-   , $-   , $-   , $-   
16-0000176,961,Highway or divided highway.,Outside,324,Hazard,MVA,None,1/7/2016 7:48,1/7/2016 7:48,1/7/2016 7:50,1/7/2016 8:23,0:01:58,0:34:57,B,9,4,13, $-   , $-   , $-   , $-   
16-0000177,100,"Assembly, other.",Assembly,311,Medical,EMS,None,1/7/2016 9:46,1/7/2016 9:46,1/7/2016 9:50,1/7/2016 9:57,0:04:05,0:11:07,B,9,1,5, $-   , $-   , $-   , $-   
16-0000178,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,1/7/2016 9:58,1/7/2016 9:58,1/7/2016 10:02,1/7/2016 10:32,0:03:56,0:33:58,B,7,1,4, $-   , $-   , $-   , $-   
16-0000179,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,1/7/2016 10:21,1/7/2016 10:21,1/7/2016 10:23,1/7/2016 10:37,0:02:22,0:16:27,B,9,1,5, $-   , $-   , $-   , $-   
16-0000180,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,1/7/2016 10:30,1/7/2016 10:30,1/7/2016 10:34,1/7/2016 11:01,0:04:31,0:31:27,B,7,1,4, $-   , $-   , $-   , $-   
16-0000181,160,"Eating, drinking places, other.",Assembly,321,Medical,EMS,None,1/7/2016 10:50,1/7/2016 10:50,1/7/2016 10:52,1/7/2016 11:03,0:01:45,0:12:39,B,9,1,5, $-   , $-   , $-   , $-   
16-0000182,599,Business office.,Business,321,Medical,EMS,Automatic Aid Received,1/7/2016 11:22,1/7/2016 11:21,1/7/2016 11:28,1/7/2016 11:39,0:07:07,0:18:38,B,1,1,4, $-   , $-   , $-   , $-   
16-0000183,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,1/7/2016 11:28,1/7/2016 11:28,1/7/2016 11:32,1/7/2016 11:58,0:04:16,0:30:07,B,4,1,5, $-   , $-   , $-   , $-   
16-0000184,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,1/7/2016 11:47,1/7/2016 11:46,1/7/2016 11:52,1/7/2016 12:09,0:06:20,0:23:19,B,4,1,4, $-   , $-   , $-   , $-   
16-0000185,311,"Nursing homes licensed by the State,.",Health Care or Detention,611,No Hazard,GOOD INTENT,None,1/7/2016 12:14,1/7/2016 12:13,,1/7/2016 12:15,,0:02:04,B,4,1,5, $-   , $-   , $-   , $-   
16-0000186,215,"High school, junior high, middle school.",Educational,321,Medical,EMS,None,1/7/2016 12:24,1/7/2016 12:23,1/7/2016 12:28,1/7/2016 12:43,0:05:32,0:20:06,B,8,1,5, $-   , $-   , $-   , $-   
16-0000187,213,Elementary school.,Educational,311,Medical,EMS,None,1/7/2016 12:57,1/7/2016 12:57,1/7/2016 13:03,1/7/2016 13:08,0:06:25,0:11:45,B,7,1,4, $-   , $-   , $-   , $-   
16-0000188,311,"Nursing homes licensed by the State,.",Health Care or Detention,745,No Hazard,ALARM,None,1/7/2016 13:42,1/7/2016 13:41,1/7/2016 13:46,1/7/2016 13:58,0:05:05,0:16:42,B,3,4,15, $-   , $-   , $-   , $-   
16-0000189,599,Business office.,Business,321,Medical,EMS,None,1/7/2016 14:18,1/7/2016 14:17,1/7/2016 14:23,1/7/2016 14:37,0:06:27,0:20:33,B,1,1,4, $-   , $-   , $-   , $-   
16-0000190,963,Street or road in commercial area.,Outside,412,Special Ops,HAZARDOUS MATERIAL,None,1/7/2016 14:30,1/7/2016 14:28,1/7/2016 14:33,1/7/2016 15:40,0:04:05,1:11:38,B,2,5,14, $-   , $-   , $-   , $-   
16-0000191,571,"Service station, gas station.",Business,321,Medical,EMS,None,1/7/2016 16:27,1/7/2016 16:26,1/7/2016 16:31,1/7/2016 16:38,0:04:52,0:11:51,B,7,1,4, $-   , $-   , $-   , $-   
16-0000192,961,Highway or divided highway.,Outside,322,Hazard,MVA,Mutual Aid Given,1/7/2016 16:55,1/7/2016 16:54,1/7/2016 16:58,1/7/2016 17:22,0:03:33,0:27:40,B,MVFD,2,8, $-   , $-   , $-   , $-   
16-0000194,419,1- or 2-family dwelling.,Residential,600,No Hazard,GOOD INTENT,Automatic Aid Given,1/7/2016 17:19,1/7/2016 17:19,1/7/2016 17:24,1/7/2016 17:26,0:05:16,0:07:45,B,FWFD,1,5, $-   , $-   , $-   , $-   
16-0000195,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,1/7/2016 17:21,1/7/2016 17:21,1/7/2016 17:25,1/7/2016 17:35,0:04:48,0:14:37,B,3,1,5, $-   , $-   , $-   , $-   
16-0000196,UUU,Undetermined.,Other,412,Special Ops,HAZARDOUS MATERIAL,Mutual Aid Given,1/7/2016 17:23,1/7/2016 17:22,1/7/2016 17:28,1/7/2016 19:09,0:06:56,1:47:34,B,MVFD,3,9, $-   , $-   , $-   , $-   
16-0000197,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,1/7/2016 18:14,1/7/2016 18:13,1/7/2016 18:19,1/7/2016 18:43,0:05:44,0:29:47,B,2,1,4, $-   , $-   , $-   , $-   
16-0000198,961,Highway or divided highway.,Outside,611,No Hazard,GOOD INTENT,Automatic Aid Given,1/7/2016 18:25,1/7/2016 18:24,1/7/2016 18:27,1/7/2016 18:30,0:03:20,0:05:53,B,MVFD,2,8, $-   , $-   , $-   , $-   
16-0000199,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,1/7/2016 19:00,1/7/2016 18:59,1/7/2016 19:05,1/7/2016 19:23,0:05:20,0:23:26,B,4,1,5, $-   , $-   , $-   , $-   
16-0000200,419,1- or 2-family dwelling.,Residential,412,Special Ops,HAZARDOUS MATERIAL,None,1/7/2016 20:27,1/7/2016 20:26,1/7/2016 20:32,1/7/2016 21:05,0:05:05,0:38:06,B,5,4,13, $-   , $-   , $-   , $-   
16-0000201,213,Elementary school.,Educational,745,No Hazard,ALARM,None,1/7/2016 21:39,1/7/2016 21:38,1/7/2016 21:44,1/7/2016 21:53,0:05:35,0:15:05,B,6,4,15, $-   , $-   , $-   , $-   
16-0000202,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,1/7/2016 22:25,1/7/2016 22:25,1/7/2016 22:29,1/7/2016 22:42,0:04:52,0:17:18,B,4,1,5, $-   , $-   , $-   , $-   
16-0000203,160,"Eating, drinking places, other.",Assembly,321,Medical,EMS,Automatic Aid Received,1/7/2016 22:52,1/7/2016 22:52,1/7/2016 22:55,1/7/2016 23:02,0:03:32,0:10:30,B,1,1,4, $-   , $-   , $-   , $-   
16-0000204,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,1/7/2016 23:21,1/7/2016 23:21,1/7/2016 23:26,1/7/2016 23:36,0:05:02,0:14:56,B,8,1,5, $-   , $-   , $-   , $-   
16-0000205,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,1/8/2016 0:02,1/8/2016 0:01,1/8/2016 0:08,1/8/2016 0:22,0:06:25,0:20:43,B,8,1,5, $-   , $-   , $-   , $-   
16-0000207,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,1/8/2016 4:50,1/8/2016 4:48,1/8/2016 4:55,1/8/2016 5:14,0:06:54,0:26:12,B,4,1,5, $-   , $-   , $-   , $-   
16-0000208,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,1/8/2016 6:05,1/8/2016 6:05,1/8/2016 6:12,1/8/2016 6:20,0:06:56,0:14:56,B,5,1,4, $-   , $-   , $-   , $-   
16-0000209,215,"High school, junior high, middle school.",Educational,650,No Hazard,GOOD INTENT,Automatic Aid Received,1/8/2016 6:21,1/8/2016 6:21,1/8/2016 6:25,1/8/2016 7:41,0:03:49,1:19:54,B,9,7,24, $-   , $-   , $-   , $-   
16-0000210,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,1/8/2016 6:32,1/8/2016 6:32,1/8/2016 6:37,1/8/2016 7:00,0:04:46,0:27:37,B,5,1,4, $-   , $-   , $-   , $-   
16-0000211,419,1- or 2-family dwelling.,Residential,746,No Hazard,ALARM,None,1/8/2016 6:46,1/8/2016 6:44,1/8/2016 6:51,1/8/2016 7:09,0:06:32,0:25:06,B,3,4,14, $-   , $-   , $-   , $-   
16-0000212,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,1/8/2016 7:07,1/8/2016 7:06,1/8/2016 7:11,1/8/2016 7:29,0:04:49,0:22:35,B,5,1,4, $-   , $-   , $-   , $-   
16-0000213,419,1- or 2-family dwelling.,Residential,311,Medical,EMS,None,1/8/2016 7:38,1/8/2016 7:37,1/8/2016 7:42,1/8/2016 7:47,0:05:12,0:10:03,A,5,1,4, $-   , $-   , $-   , $-   
16-0000214,700,"Manufacturing, processing.",Manufacturing,321,Medical,EMS,None,1/8/2016 7:38,1/8/2016 7:38,1/8/2016 7:44,1/8/2016 7:57,0:06:30,0:19:22,A,1,1,4, $-   , $-   , $-   , $-   
16-0000215,569,"Professional supplies, services.",Business,745,No Hazard,ALARM,Automatic Aid Received,1/8/2016 8:16,1/8/2016 8:14,1/8/2016 8:22,1/8/2016 8:25,0:08:04,0:10:35,A,1,2,8, $-   , $-   , $-   , $-   
16-0000216,429,Multifamily dwelling.,Residential,736,No Hazard,ALARM,None,1/8/2016 8:18,1/8/2016 8:17,1/8/2016 8:24,1/8/2016 8:51,0:07:27,0:34:07,A,1,5,13, $-   , $-   , $-   , $-   
16-0000217,963,Street or road in commercial area.,Outside,322,Hazard,MVA,None,1/8/2016 8:27,1/8/2016 8:27,1/8/2016 8:27,1/8/2016 8:43,0:00:11,0:15:53,A,MVFD,1,4, $-   , $-   , $-   , $-   
16-0000218,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,1/8/2016 10:08,1/8/2016 10:08,1/8/2016 10:11,1/8/2016 10:23,0:03:17,0:15:36,A,2,1,4, $-   , $-   , $-   , $-   
16-0000219,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,1/8/2016 10:13,1/8/2016 10:13,1/8/2016 10:18,1/8/2016 10:35,0:04:43,0:21:58,A,4,1,4, $-   , $-   , $-   , $-   
16-0000220,215,"High school, junior high, middle school.",Educational,311,Medical,EMS,Automatic Aid Received,1/8/2016 11:36,1/8/2016 11:35,1/8/2016 11:43,1/8/2016 11:53,0:08:05,0:17:34,A,6,2,8, $-   , $-   , $-   , $-   
16-0000221,419,1- or 2-family dwelling.,Residential,743,No Hazard,ALARM,None,1/8/2016 12:22,1/8/2016 12:20,1/8/2016 12:41,1/8/2016 12:45,0:21:01,0:24:49,A,7,2,8, $-   , $-   , $-   , $-   
16-0000222,429,Multifamily dwelling.,Residential,311,Medical,EMS,None,1/8/2016 12:29,1/8/2016 12:28,1/8/2016 12:35,1/8/2016 12:50,0:07:07,0:22:27,A,7,1,3, $-   , $-   , $-   , $-   
16-0000223,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,1/8/2016 12:28,1/8/2016 12:27,1/8/2016 12:32,1/8/2016 12:48,0:04:48,0:21:04,A,4,1,4, $-   , $-   , $-   , $-   
16-0000224,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,1/8/2016 12:32,1/8/2016 12:32,1/8/2016 12:37,1/8/2016 12:56,0:05:40,0:24:40,A,4,1,4, $-   , $-   , $-   , $-   
16-0000225,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,1/8/2016 13:06,1/8/2016 13:05,1/8/2016 13:09,1/8/2016 13:25,0:03:46,0:20:14,A,3,1,4, $-   , $-   , $-   , $-   
16-0000226,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,1/8/2016 13:51,1/8/2016 13:51,1/8/2016 13:55,1/8/2016 14:04,0:04:25,0:13:23,A,4,1,4, $-   , $-   , $-   , $-   
16-0000227,963,Street or road in commercial area.,Outside,322,Hazard,MVA,None,1/8/2016 14:37,1/8/2016 14:36,1/8/2016 14:40,1/8/2016 15:37,0:03:37,1:01:07,A,3,2,8, $-   , $-   , $-   , $-   
16-0000228,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,1/8/2016 15:07,1/8/2016 15:07,1/8/2016 15:14,1/8/2016 15:33,0:06:38,0:25:33,A,9,1,4, $-   , $-   , $-   , $-   
16-0000229,419,1- or 2-family dwelling.,Residential,412,Special Ops,HAZARDOUS MATERIAL,None,1/8/2016 15:21,1/8/2016 15:20,1/8/2016 15:24,1/8/2016 16:40,0:04:34,1:20:45,A,5,5,13, $-   , $-   , $-   , $-   
16-0000230,962,"Residential street, road.",Outside,324,Hazard,MVA,None,1/8/2016 15:51,1/8/2016 15:51,1/8/2016 15:57,1/8/2016 16:09,0:06:30,0:18:43,A,5,2,8, $-   , $-   , $-   , $-   
16-0000231,419,1- or 2-family dwelling.,Residential,321,Medical,EMS,None,1/8/2016 16:00,1/8/2016 15:59,1/8/2016 16:05,1/8/2016 16:24,0:06:31,0:24:52,A,8,1,4, $-   , $-   , $-   , $-   
16-0000232,960,"Street, other.",Outside,324,Hazard,MVA,None,1/8/2016 17:03,1/8/2016 17:02,1/8/2016 17:07,1/8/2016 17:21,0:04:58,0:18:38,A,9,2,8, $-   , $-   , $-   , $-   
16-0000233,UUU,Undetermined.,Other,611,No Hazard,GOOD INTENT,Mutual Aid Given,1/8/2016 17:31,1/8/2016 17:30,1/8/2016 17:32,1/8/2016 17:39,0:01:47,0:08:32,A,APFD,1,4, $-   , $-   , $-   , $-   
16-0000234,311,"Nursing homes licensed by the State,.",Health Care or Detention,321,Medical,EMS,None,1/8/2016 17:37,1/8/2016 17:37,1/8/2016 17:39,1/8/2016 17:58,0:02:19,0:20:59,A,4,1,4, $-   , $-   , $-   , $-   
16-0000235,569,"Professional supplies, services.",Business,321,Medical,EMS,None,1/8/2016 18:38,1/8/2016 18:38,1/8/2016 18:42,1/8/2016 18:50,0:04:45,0:12:34,A,3,1,4, $-   , $-   , $-   , $-   
16-0000236,419,1- or 2-family dwelling.,Residential,412,Special Ops,HAZARDOUS MATERIAL,None,1/8/2016 18:48,1/8/2016 18:46,1/8/2016 18:53,1/8/2016 19:18,0:07:09,0:32:12,A,5,4,11, $-   , $-   , $-   , $-   
16-0000237,161,Restaurant or cafeteria.,Assembly,743,No Hazard,ALARM,None,1/8/2016 19:31,1/8/2016 19:30,1/8/2016 19:35,1/8/2016 19:37,0:05:11,0:07:19,A,6,2,8, $-   , $-   , $-   , $-   
16-0000238,961,Highway or divided highway.,Outside,131,Fire,VEHICLE,Automatic Aid Given,1/8/2016 20:52,1/8/2016 20:51,1/8/2016 20:55,1/8/2016 21:23,0:04:13,0:32:51,A,999,2,8, $-   , $-   , $-   , $-   
16-0000239,429,Multifamily dwelling.,Residential,321,Medical,EMS,None,1/9/2016 8:21,1/9/2016 8:21,1/9/2016 8:25,1/9/2016 8:40,0:03:56,0:19:10,B,4,1,4, $-   , $-   , $-   , $-   
16-0000240,419,1- or 2-family dwelling.,Residential,554,No Hazard,ASSIST,None,1/9/2016 8:34,1/9/2016 8:33,1/9/2016 8:38,1/9/2016 8:50,0:05:19,0:17:20,B,3,1,4, $-   , $-   , $-   , $-   
16-0000241,419,1- or 2-family dwelling.,Residential,554,No Hazard,ASSIST,Automatic Aid Received,1/9/2016 9:34,1/9/2016 9:34,1/9/2016 9:44,1/9/2016 9:47,0:10:01,0:13:33,B,6,2,9, $-   , $-   , $-   , $-   
16-0000242,459,Residential board and care.,Residential,311,Medical,EMS,None,1/9/2016 9:47,1/9/2016 9:47,1/9/2016 9:51,1/9/2016 10:02,0:04:00,0:14:40,B,9,1,4, $-   , $-   , $-   , $-   
16-0000243,419,1- or 2-family dwelling.,Residential,740,No Hazard,ALARM,None,1/9/2016 10:00,1/9/2016 9:58,1/9/2016 10:04,1/9/2016 10:13,0:05:01,0:14:24,B,CSFD,2,7, $-   , $-   , $-   , $-   
